HP:0000002|Abnormality of body height|身高异常|偏离年龄和性别标准的身高正常值范围。
HP:6000463|Habitual mouth breathing|习惯性口呼吸|口呼吸倾向。定义为超过25-30%的气流通过口腔而非鼻腔，口呼吸通常由于上呼吸道阻塞导致鼻腔气流减少，迫使气流完全或部分通过口腔进入。
HP:6000464|Squared off shoulders|方形肩|肩部外观表现为颈斜方肌角（颈部与肩部之间的角度）以及肩部与自然下垂于身体两侧的上臂所形成的角度均接近90度。这种形态使肩部呈现出类似直角的外观。
HP:6000465|Elevated urine mesaconic acid level|尿中中康酸水平升高|尿液中经尿浓度校正后的中康酸水平高于正常上限。
HP:6000466|Elevated urine 3-methyladipic acid level|尿液中3-甲基己二酸水平升高|尿液中3-甲基己二酸浓度经尿液浓度校正后高于正常上限。
HP:6000467|Elevated urine D-lactate level|尿液D-乳酸水平升高|尿液中D-乳酸浓度经尿液浓度标准化后高于正常上限。L-乳酸是人体熟悉的分子，在人体组织中根据代谢条件大量产生。相比之下，D-乳酸在人体组织中仅微量产生，因此在正常生理条件下在血液中无法检测到。
HP:6000468|Elevated CSF alpha-ketoglutarate concentration|脑脊液α-酮戊二酸浓度升高|脑脊液（CSF）中α-酮戊二酸浓度高于正常上限。
HP:6000469|Elevated urine 2,3-dihydroxy-2-methylbutanoic acid level|尿液中2,3-二羟基-2-甲基丁酸水平升高|尿液中2,3-二羟基-2-甲基丁酸的浓度，经尿液浓度标准化后，高于正常上限。
HP:6000470|Fetal oral mass|胎儿口腔肿块|胎儿口腔局部肿胀或增大。在诊断初期，当肿胀的确切性质尚未确定时，通常使用“肿块”一词。这一发现通常首先通过产前超声检查或磁共振成像观察到。
HP:6000471|Dilated ejaculatory duct|扩张射精管|射精管直径增大。射精管将精子输送至尿道，并加入前列腺分泌物，由输精管与精囊腺导管汇合而成。
HP:6000472|Decreased Wiskott-Aldrich syndrome protein concentration in hematopoietic cells|造血细胞中Wiskott-Aldrich综合征蛋白浓度降低|造血细胞中Wiskott-Aldrich综合征蛋白的浓度低于正常下限。该特征通过流式细胞术或蛋白质印迹法进行检测。
HP:6000473|Decreased FOXP3-expressing T cell count|FOXP3表达T细胞数量减少|外周血中表达FOXP3的T细胞数量低于正常下限。该结果通过流式细胞术测定。
HP:6000474|Elevated circulating complement component concentration|循环补体成分浓度升高|血液循环中补体成分浓度高于正常值上限。
HP:6000475|Anti-beta fodrin antibody positivity|抗β-血影蛋白抗体阳性|血液循环中存在针对β-血影蛋白（beta-fodrin）成分的自身体抗体（免疫球蛋白）。
HP:6000476|Elevated circulating tetradecenoylcarnitine concentration|循环十四烯酰肉碱浓度升高|血液循环中十四烯酰肉碱（C14:1）浓度高于正常上限。
HP:6000477|Elevated urine 2-trans,4-cis-decadienoylcarnitine level|尿液中2-反式,4-顺式-癸二烯酰肉碱水平升高|尿液中2-反式,4-顺式-癸二烯酰肉碱的浓度，经尿液浓度标准化后，高于正常上限。
HP:6000478|Elevated circulating 2-trans,4-cis-decadienoylcarnitine concentration|循环中2-反式,4-顺式-十碳二烯酰肉碱浓度升高|血液循环中2-反式,4-顺式-癸二烯酰肉碱的浓度高于正常上限。
HP:6000479|Elevated urine N-acetyltyrosine level|尿N-乙酰酪氨酸水平升高|尿液中N-乙酰酪氨酸的含量，经尿液浓度校正后，高于正常值上限。
HP:6000480|Elevated urine manganese level|尿锰水平升高|尿液中锰含量经尿液浓度校正后高于正常值上限。
HP:6000481|Reduced urinary manganese level|尿锰水平降低|尿液中锰含量经尿液浓度校正后低于正常值下限。
HP:6000482|Decreased circulating catecholamine concentration|循环儿茶酚胺浓度降低|循环血液中儿茶酚胺浓度低于正常下限。
HP:6000483|Empty sella turcica|空蝶鞍综合征|空蝶鞍或蛛网膜囊肿被定义为蛛网膜下腔在蝶鞍内的疝出，伴随垂体柄的延长和垂体腺的扁平化。
HP:6000484|Elevated brain guanidinoacetate level by MRS|磁共振波谱（MRS）显示脑内胍基乙酸水平升高|通过磁共振波谱分析（Magnetic Resonance Spectroscopy, MRS）检测到脑内胍基乙酸（Guanidinoacetate）水平升高。
HP:6000485|Elevated circulating beta chorionic gonadotropin concentration|循环β人绒毛膜促性腺激素浓度升高|血清中β-人绒毛膜促性腺激素浓度高于正常参考值上限。
HP:6000486|Elevated circulating CXCL10 concentration|循环CXCL10浓度升高|血液循环中C-X-C基序趋化因子10（CXCL10）的浓度高于正常值上限。
HP:6000487|Reduced circulating interleukin 12 concentration|循环白细胞介素12浓度降低|循环血液中白细胞介素12（IL-12）浓度低于正常值下限。
HP:6000488|Reduced circulating fibroblast growth factor 23 concentration|循环成纤维细胞生长因子23浓度降低|循环血液中成纤维细胞生长因子23的浓度低于正常值下限。
HP:6000489|Abnormal circulating fibroblast growth factor 23 concentration|异常循环成纤维细胞生长因子23浓度|血液循环中成纤维细胞生长因子23的浓度超出正常范围。
HP:6000490|Impaired heel-walking ability|跟骨行走能力受损|足跟行走困难或能力减退。足跟行走测试可作为神经系统检查的一部分。足背伸肌无力导致足跟行走困难。
HP:6000491|Anti-prothrombin antibody positivity|抗凝血酶原抗体阳性|血清中存在针对凝血酶原的自身抗体（免疫球蛋白）。
HP:6000492|Anti-factor V antibody positivity|抗因子V抗体阳性|血液循环中存在针对因子V的自身抗体（免疫球蛋白）。
HP:6000493|Anti-factor VII antibody positivity|抗因子VII抗体阳性|血清中存在针对因子VII的自身抗体（免疫球蛋白）。
HP:6000494|Anti-factor VIII antibody positivity|抗因子VIII抗体阳性|血清中存在针对因子VIII的自体抗体（免疫球蛋白）。
HP:6000495|Anti-factor IX antibody positivity|抗因子IX抗体阳性|血清中存在针对因子IX的自身抗体（免疫球蛋白）。
HP:6000496|Anti-factor X antibody positivity|抗因子X抗体阳性|血液循环中存在针对因子X的抗体。
HP:6000497|Anti-factor XI antibody positivity|抗因子XI抗体阳性|血液循环中存在针对因子XI的抗体。
HP:6000498|Anti-factor XIII antibody positivity|抗因子XIII抗体阳性|血液循环中存在针对因子XIII的抗体。
HP:6000499|Anti-factor H antibody positivity|抗H因子抗体阳性|血液循环中存在针对H因子的抗体。
HP:6000500|Extremities cold to touch|四肢触诊冰凉|与周围血管收缩相关的四肢发凉或冰冷，这是由于大动脉和皮肤及大多数内脏器官的小动脉的肌壁收缩导致的血管狭窄。在暴露于低温环境后，血管收缩减少了皮肤表面的热量散失，从而防止危及生命的低体温症。
HP:6000501|Ruffled acrosome|皱褶顶体|精子顶体呈现不规则波浪状外观。
HP:6000502|Elevated circulating calprotectin concentration|循环钙卫蛋白浓度升高|血液循环中钙卫蛋白浓度高于正常值上限。
HP:6000503|4-5 toe cutaneous syndactyly|第四至第五趾皮肤性并趾畸形|第四和第五趾之间在前后轴上存在软组织连续性。
HP:6000504|Poly-hill sign|多峰征|肌营养不良症患者典型体格检查显示斜方肌和近端三角肌选择性无力和萎缩。背部轮廓呈现独特的“山丘与低谷”样改变。
HP:6000505|3-5 finger cutaneous syndactyly|3-5指皮肤并指畸形|第三至第五指在前后轴上存在软组织连续性，向远端延伸至少至近端指间关节水平。
HP:6000506|Radioulnar subluxation|桡尺骨半脱位|桡尺关节半脱位。
HP:6000507|Non-pitting edema|非凹陷性水肿|非凹陷性水肿是指体内液体过多积聚导致肿胀，且在施加压力时不会出现凹陷。通常发生于四肢，常由影响淋巴系统功能的潜在医学状况引起。
HP:6000508|Anti-human ferritin peptide antibody positivity|抗人铁蛋白肽抗体阳性|血液循环中存在针对人铁蛋白肽的自身抗体（免疫球蛋白）。
HP:6000509|Elevated CSF L-2-hydroxyglutaric acid concentration|脑脊液L-2-羟基戊二酸浓度升高|脑脊液（CSF）中L-2-羟基戊二酸浓度高于正常上限。
HP:6000510|Elevated erythrocyte inosine triphosphate concentration|红细胞三磷酸肌苷浓度升高|红细胞内三磷酸肌苷浓度高于正常值上限。
HP:6000511|Reduced erythrocyte inosine triphosphatase activity|红细胞次黄苷三磷酸酶活性降低|红细胞中三磷酸肌苷焦磷酸水解酶（EC 3.6.1.19）活性或浓度低于正常下限。
HP:6000512|Reduced circulating alpha-1,3-fucosyltransferase activity|循环中α-1,3-岩藻糖基转移酶活性降低|血液循环中α-1,3-岩藻糖基转移酶的浓度或活性低于正常下限。
HP:6000513|Diminished neutrophil myeloperoxidase activity|中性粒细胞髓过氧化物酶活性降低|中性粒细胞中髓过氧化物酶（EC 1.11.1.7）活性低于正常下限。该特征可通过过氧化物酶细胞化学染色或生化检测进行测定。髓过氧化物酶是一种位于多形核白细胞和单核细胞嗜天青颗粒中的溶酶体血红素蛋白。
HP:6000514|Reduced erythrocyte uroporphyrinogen III cosynthase activity|红细胞尿卟啉原III共合成酶活性降低|红细胞中尿卟啉原III（EC 4.2.1.75）水平或活性低于正常下限。
HP:6000515|Elevated 18-hydroxycorticosterone to aldosterone ratio|18-羟基皮质酮与醛固酮比值升高|18-羟基皮质酮在血液循环中的相对浓度与醛固酮相比，高于正常范围上限。
HP:6000516|Elevated circulating 21-deoxycortisol concentration|循环中21-脱氧皮质醇浓度升高|血液循环中21-脱氧皮质醇浓度高于正常值上限。
HP:6000517|Elevated monolysocardiolipin/cardiolipin ratio|单溶血心磷脂/心磷脂比值升高|单溶血心磷脂与心磷脂的浓度比值高于正常上限。这是一种功能性检测，可通过血斑样本进行，用于诊断巴特综合征（OMIM:302060）。
HP:6000518|Low maternal vitamin B12 concentration|母体维生素B12浓度降低|妊娠期母体血液中维生素B12浓度低于正常值下限。
HP:6000519|Elevated circulating inhibin A concentration|循环抑制素A浓度升高|循环血液中抑制素A的浓度高于正常上限。
HP:6000520|Increased circulating inhibin B concentration|循环抑制素B浓度升高|血液循环中抑制素B的浓度高于正常上限。
HP:6000521|Elevated circulating lipoprotein(a) concentration|循环脂蛋白(a)浓度升高|血液循环中脂蛋白(a)浓度高于正常上限。脂蛋白(a)，亦称载脂蛋白(A)，由LPA基因（HGNC:6667）编码。
HP:6000522|Reduced circulating lipoprotein(a) concentration|循环脂蛋白(a)浓度降低|血液循环中的脂蛋白(a)浓度低于正常下限。脂蛋白(a)，也称为载脂蛋白(A)，由LPA基因（HGNC:6667）编码。
HP:6000523|Increased urinary bile acid level|尿胆汁酸水平升高|尿液中胆汁酸浓度经尿液浓度校正后高于正常值上限。
HP:6000524|Abnormal urinary bile acid level|尿胆汁酸水平异常|尿液中胆汁酸浓度经尿液浓度标准化后超出正常范围。
HP:6000525|Reduced erythrocyte glutathione reductase activity|红细胞谷胱甘肽还原酶活性降低|红细胞中谷胱甘肽还原酶（EC 1.6.4.2）活性低于正常值下限。
HP:6000526|Failure to elevate lactate upon ischemic exercise test|缺血性运动试验中乳酸未能升高|前臂缺血运动试验检测显示，缺血运动肌肉中洗出的血液未能升高乳酸水平。
HP:6000527|Elevated circulating cholestanol concentration|循环胆甾烷醇浓度升高|血液循环中胆甾烷醇浓度高于正常上限。胆甾烷醇是胆固醇的5-α-二氢衍生物。
HP:6000528|Livestock exposure|家畜暴露|既往有牲畜接触史（指在农场饲养的牛、羊等动物）。
HP:6000529|Synchronous skin lesions|同步性皮肤病变|适用于皮肤异常，表现为同时出现多发性皮损。
HP:6000530|Serpentine skin location|蛇形皮肤病变部位|指具有蛇形（蜿蜒状）形态的皮肤病变。
HP:6000531|Abnormal urinary organic compound level|尿有机化合物水平异常|尿液中某种有机化合物的含量，经尿液浓度标准化后，超出正常范围。此处定义的有机化合物为含有碳氢键或碳碳键的化合物，尽管存在其他定义。有机化合物的实例包括烷烃、烯烃、炔烃、芳香族化合物、醇类、酮类、醛类、羧酸类和酯类。
HP:6000532|Elevated urinary histamine level|尿组胺水平升高|尿液中组胺含量经尿液浓度校正后高于正常值上限。
HP:6000533|Elevated urinary N-methylhistamine level|尿N-甲基组胺水平升高|尿液中N-甲基组胺的浓度，经尿液浓度校正后，高于正常上限值。
HP:6000534|Elevated urinary ureidopropionic acid level|尿中脲基丙酸水平升高|尿液中脲基丙酸含量经尿液浓度校正后高于正常上限。
HP:6000535|Elevated urinary porphyrin level|尿卟啉水平升高|尿液中卟啉化合物的含量，经尿液浓度校正后，高于正常上限。卟啉是一类天然色素，其基本骨架由四个吡咯核通过四个亚甲基基团在α位连接形成大环结构。卟啉是血红素和钴胺素的前体物质。
HP:6000536|Elevated urinary coproporphyrin level|尿粪卟啉水平升高|尿液中粪卟啉的含量，经尿液浓度校正后，高于正常上限值。
HP:6000537|Ecrrine sweat gland predominance|小汗腺优势|适用于位于或围绕外泌汗腺的皮肤异常。
HP:6000538|Poorly demarcated skin lesion|边界不清的皮肤病变|适用于皮肤异常，其与周围正常皮肤的边界不明确。
HP:6000539|History of recent cat bite|近期猫咬伤史|近期因猫咬伤或抓伤导致的医疗史。
HP:6000540|History of recent stay in area with inadequate sewage sanitation|近期居住于污水卫生设施不足地区史|近期曾到访污水卫生条件不足区域的历史。
